RK,YEAR,HEIGHT,PLAYER,TEAM,OLD TEAM,MIN%,PRPG!,BPM,ORTG,USG,EFG,TS,OR,DR,AST,TO,BLK,STL,FTR,2P,2P%,3P/100,3P,3P%,YEAR
18,Sr,6-4,Izaiah Brockington (22),Iowa St.,Penn St.,85.7,3.6,5.2,101.7,26,48.1,52,5.7,19,11.1,13.4,0.9,2.3,27.4,191-409,0.467,4.6,34-94,0.362,2022
19,Sr,6-1,James Akinjo (22),Baylor,Arizona,77.2,3.7,5.2,103.8,25.4,43.7,49.1,1.4,8.7,31.1,20.4,0.1,3.6,29.8,107-247,0.433,7.6,41-139,0.295,2022
20,Sr,6-8,Kevin Obanor (22),Texas Tech,Oral Roberts,64.5,2.9,5.2,114.6,18.1,55.1,57.7,7.9,17.4,4.1,13.6,1.9,0.7,24.7,86-144,0.597,8.8,48-143,0.336,2022
21,So,6-10,Moussa Cisse (22),Oklahoma St.,Memphis,47.2,1.8,5,105.3,20,55.9,56.7,15.2,21.3,3.6,19,11.1,1.2,62.2,80-143,0.559,0,0-0,0,2022
22,Jr,6-1,Umoja Gibson (21),Oklahoma,North Texas,66.5,2.4,5,112,16.1,53.3,54.8,2.5,10.4,8.3,9.4,0.3,2.5,14.2,26-71,0.366,11.2,58-141,0.411,2021
23,Jr,6-2,Mac McClung (21),Texas Tech,Georgetown,75,3.8,4.8,107.7,25.9,48.6,53.9,1.6,9.1,15.1,14.2,1.3,1.6,38.2,101-215,0.47,9.4,47-138,0.341,2021
24,Sr,6-7,Marcus Santos-Silva (21),Texas Tech,VCU,58.5,2.5,4.8,109.8,21,53.1,54.2,15,16.8,11.9,17.1,5.8,1.7,33.3,102-191,0.534,0.1,0-1,0,2021
25,Sr,6-8,TJ Holyfield (20),Texas Tech,Stephen F. Austin,59.9,2.2,4.5,106.4,19.5,57.4,59.3,8.5,14.1,10.2,20.3,7.6,2,39.3,90-153,0.588,3.3,15-43,0.349,2020
26,Jr,6-7,Emanuel Miller (22),TCU,Texas A&M,68.2,2.9,4.4,109.4,19.3,51.2,53.7,10.4,15.5,6.7,15.2,3,1.5,27.8,131-243,0.539,2.9,11-45,0.244,2022
27,Jr,6-3,Caleb Grill (22),Iowa St.,UNLV,59.9,1.6,4.2,109.5,13.5,53.2,53.7,2,11.4,12.3,11.5,0.9,2.5,7.9,22-38,0.579,11.6,57-164,0.348,2022
28,Sr,6-4,Mark Smith (22),Kansas St.,Missouri,78.7,3.3,4.2,105.5,22.1,51.2,55.2,6.2,24.9,11.8,15.9,0.1,2,43.1,94-190,0.495,6.3,38-105,0.362,2022
29,Sr,6-1,Malik Curry (22),West Virginia,Old Dominion,46.8,2.3,4.2,101.7,28.3,46.5,53.9,2,12.1,19.8,18,0.9,3.1,50.8,98-204,0.48,3.4,9-36,0.25,2022
30,Sr,6-6,Davion Warren (22),Texas Tech,Hampton,59,1.9,4.1,99.5,22.6,50,53.3,3.5,11.7,13.7,20.9,1.1,3.6,33.7,99-188,0.527,6.3,28-94,0.298,2022
31,Sr,6-3,Jordan Goldwire (22),Oklahoma,Duke,74,2.8,3.9,102.6,22.1,48.5,52.5,2.7,8.3,24.1,19.2,1,2.9,26,112-220,0.509,5.1,25-88,0.284,2022
32,Sr,6-6,Chuck O'Bannon Jr. (21),TCU,USC,43.1,1.5,3.7,105.9,19.4,51.1,54.7,6.9,17.8,5.6,14.9,3,2.5,30.4,27-59,0.458,10,28-76,0.368,2021
33,So,6-2,Davion Mitchell (20),Baylor,Auburn,80.7,2.2,3.6,100.5,19.1,47.5,50.3,1.1,8.6,22.3,21.7,1.3,2.7,31.1,71-152,0.467,6.5,34-105,0.324,2020
34,So,6-8,Jonathan Tchamwa Tchatchoua (21),Baylor,UNLV,47.6,2.2,3.5,119.8,15.7,57.6,60.8,11.7,18.2,3.6,17.4,3.7,1.5,33.3,76-132,0.576,0,0-0,0,2021
35,So,6-7,Gabe Osabuohien (20),West Virginia,Arkansas,41.5,-0.1,3.1,82.9,15.8,36.1,40.6,9.2,15.6,18.2,31.6,2.1,3.8,57.8,30-79,0.38,0.4,0-4,0,2020
36,Jr,6-3,Elijah Harkless (21),Oklahoma,Cal St. Northridge,60.2,1.2,3.1,93.7,18.5,47.5,50.1,3.6,17.8,14.5,22.4,1,3.9,32.3,51-108,0.472,4.7,17-53,0.321,2021
37,Sr,6-5,Isaiah Moss (20),Kansas,Iowa,59.6,1.9,3,107.1,15,49.2,52.8,1.5,8.5,4.1,12.6,0.2,1.1,17.3,28-60,0.467,11.2,46-137,0.336,2020
38,Jr,6-5,Austin Reaves (20),Oklahoma,Wichita St.,83.1,3.2,3,99.4,25.6,43.9,52,2.2,14.2,18.8,16.8,0.8,1.7,45.8,95-198,0.48,9,42-162,0.259,2020
39,Jr,6-1,Alex Robinson (17),TCU,Texas A&M,82,2.6,3,100.5,22.6,46.2,48.7,1.7,9.4,32.6,21.8,1.7,2.6,29.5,120-269,0.446,5.2,37-111,0.333,2017
40,Jr,6-4,Damion Baugh (22),TCU,Memphis,70.4,2.1,2.9,93.5,23.3,46.5,49.5,1.8,14.5,28.6,27.2,0.7,2.5,32.2,94-189,0.497,6.2,27-100,0.27,2022
41,Jr,6-1,Elijah Mitrou-Long (19),Texas,Mount St. Mary's,43.1,0.7,2.6,92.7,20.4,41.7,43.7,0.7,13.7,17,13.3,0.5,2.8,21,38-107,0.355,9.6,33-103,0.32,2019
42,Sr,6-8,Anthony Livingston (17),Texas Tech,Arkansas St.,58.1,2.3,2.6,111.2,20.7,53.5,55.6,3.6,16.3,9.4,12.1,0.7,0.4,20.5,56-121,0.463,11.2,55-138,0.399,2017
43,Sr,6-2,Marcus Carr (22),Texas,Minnesota,76.6,2.9,2.6,103.7,22.2,46.6,51.3,1,6.7,22.8,17,0.3,1.9,33.2,81-186,0.435,8.2,47-139,0.338,2022
44,Sr,6-2,Bryce Williams (21),Oklahoma St.,Mississippi,53.9,0.8,2.6,93,18.1,45,49.1,1.2,6.8,14.4,22.9,3,2.3,30,30-73,0.411,8.9,34-107,0.318,2021
45,Jr,6-9,Dylan Osetkowski (18),Texas,Tulane,84.8,2.3,2.3,97.8,22.9,45.3,49.3,7.5,16.1,7.2,16.5,0.7,1.7,32.1,119-256,0.465,7.3,42-146,0.288,2018
46,Jr,6-7,Jermaine Haley (19),West Virginia,New Mexico St.,62,1.4,2.3,103.4,16,54.5,56.7,5,13,18.9,26,0.6,2.3,40.7,85-143,0.594,2.8,12-46,0.261,2019
47,Sr,6-4,Jalen Coleman-Lands (21),Iowa St.,DePaul,78.5,3,1.9,103.1,21.5,54,56.1,3.6,10.2,7.8,16.1,0.3,1.4,13,62-129,0.481,11.1,58-147,0.395,2021
48,Sr,6-1,Makai Mason (19),Baylor,Yale,65.8,3.8,1.9,108.1,24.8,48.7,53.7,1.3,7.7,21.5,18.9,0,0.9,32.6,74-172,0.43,11,60-165,0.364,2019
49,Sr,6-5,Jaire Grayer (20),TCU,George Mason,58.7,1.8,1.8,106.2,16.2,52.9,53.7,8.5,13.5,4.3,14.9,1.4,1.7,20.3,37-71,0.521,10,43-121,0.355,2020
50,Sr,6-3,Kendall Smith (18),Oklahoma St.,Cal St. Northridge,65,2.2,1.7,99.3,26.6,46.1,48.9,2.3,10.5,21.8,16.9,0.1,2.1,27.5,116-292,0.397,7.3,50-122,0.41,2018
51,So,6-7,Mario Kegler (19),Baylor,Mississippi St.,58,2.5,1.5,104.3,20.1,48.8,51.6,6.1,17.7,9,17,2.4,0.8,35.4,78-154,0.506,6.8,27-89,0.303,2019
52,So,6-3,Rasir Bolton (20),Iowa St.,Penn St.,72.9,3.1,1.4,100.4,25.6,46.9,53.7,1.6,11,17.8,19.8,0.5,1.9,40.1,94-210,0.448,8.2,45-134,0.336,2020
53,Jr,6-7,Zoran Talley Jr. (18),Iowa St.,Old Dominion,49.3,1.3,1.4,99.7,16.3,47.3,48.4,3.7,12.5,12.2,14.3,1,1.1,18.9,67-139,0.482,2.3,7-25,0.28,2018
54,So,6-5,Bryce Thompson (22),Oklahoma St.,Kansas,61.5,1.9,1.2,97.8,21.3,46.4,48.5,2,7.7,9.3,12.9,0.6,1.3,20.8,90-188,0.479,7.7,29-100,0.29,2022
55,So,6-9,Ismael Massoud (22),Kansas St.,Wake Forest,60.2,0.9,0.8,97.1,15.3,45.6,49.8,2.6,11,2.6,12.3,1.8,1.8,20.7,34-85,0.4,8.5,36-108,0.333,2022
56,Jr,6-9,Jacob Groves (22),Oklahoma,Eastern Washington,41.4,0.9,0.7,100.4,15.2,51.4,52.4,5.6,15.4,4.9,15.5,0.6,0.8,16.5,37-64,0.578,7.7,23-75,0.307,2022
57,So,6-7,Micah Peavy (22),TCU,Texas Tech,52.3,0.8,0.7,90.9,19.2,45.7,47.7,8.3,13.7,9.8,24.2,2.7,1.7,33.7,78-157,0.497,2.5,5-30,0.167,2022
58,Sr,6-3,Miles Reynolds (19),Oklahoma,Pacific,50.3,1.1,0.5,96.8,19.6,43.6,51.6,2.3,10.1,10.1,17.6,0.2,1.7,76.1,59-124,0.476,3.3,8-39,0.205,2019
59,Jr,6-6,Javan Johnson (21),Iowa St.,Troy,64.9,1,-1,87.9,21.8,44.8,46,2.9,14,18.9,20.5,3.2,0.9,9.5,57-117,0.487,8.6,25-94,0.266,2021
60,Sr,5-11,Aaron Calixte (19),Oklahoma,Maine,52.5,0.8,-1.2,90.9,20.3,48,50.9,1.1,7.6,18.2,24.6,0,1,21,45-99,0.455,8.1,34-101,0.337,2019
61,Sr,6-2,Prentiss Nixon (20),Iowa St.,Colorado St.,72.9,1,-1.3,89.4,20,42.4,44.6,0.9,11.8,13.7,16.8,0.6,2.5,17.8,70-154,0.455,9.7,42-160,0.263,2020
62,Jr,5-9,Tyler Harris (21),Iowa St.,Memphis,57.5,0.7,-1.9,89.7,19,48,50,1.4,6.7,8.3,20.1,0.2,2.4,11,24-49,0.49,12.7,39-123,0.317,2021
63,Sr,6-4,Gabe Kalscheur (22),Iowa St.,Minnesota,76.5,0.2,-2.9,80.6,21.8,42.1,44.6,2.2,7.4,11.6,23.4,0.2,2.4,20.8,84-172,0.488,9.4,40-170,0.235,2022
